종목코드,종목명,시장
421320,PLUS 우주항공&UAM,KOSPI
001130,대한제분,KOSPI
058430,포스코스틸리온,KOSPI
570022,한투 레버리지 S&P500 선물 ETN(H),KOSPI
007460,에이프로젠,KOSPI
001230,동국홀딩스,KOSPI
004980,성신양회,KOSPI
143860,TIGER 헬스케어,KOSPI
010955,S-Oil우,KOSPI
005950,이수화학,KOSPI
095570,AJ네트웍스,KOSPI
396520,TIGER 차이나반도체FACTSET,KOSPI
305080,TIGER 미국채10년선물,KOSPI
210980,SK디앤디,KOSPI
028100,동아지질,KOSPI
005010,휴스틸,KOSPI
000540,흥국화재,KOSPI
475050,ACE KPOP포커스,KOSPI
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,KOSPI
051905,LG생활건강우,KOSPI
025620,차AI헬스케어,KOSPI
270810,RISE 코스닥150,KOSPI
053210,스카이라이프,KOSPI
487570,HS효성,KOSPI
003070,코오롱글로벌,KOSPI
570061,한투 레버리지 은 선물 ETN,KOSPI
466930,SOL 자동차TOP3플러스,KOSPI
385720,TIME 코스피액티브,KOSPI
012200,계양전기,KOSPI
005680,삼영전자,KOSPI
117580,대성에너지,KOSPI
084680,이월드,KOSPI
500037,신한 레버리지 금 선물 ETN,KOSPI
490090,TIGER 미국AI빅테크10,KOSPI
003350,한국화장품제조,KOSPI
388420,RISE 비메모리반도체액티브,KOSPI
001045,CJ우,KOSPI
496080,TIGER 코리아밸류업,KOSPI
044450,KSS해운,KOSPI
404990,신한서부티엔디리츠,KOSPI
488980,SOL 26-12 회사채(AA-이상)액티브,KOSPI
157500,TIGER 증권,KOSPI
000480,CR홀딩스,KOSPI
000860,강남제비스코,KOSPI
001780,알루코,KOSPI
500077,신한 인버스0.5X S&P500 VIX S/T선물 ETN,KOSPI
200250,KIWOOM 인도Nifty50(합성),KOSPI
304660,KODEX 미국30년국채울트라선물(H),KOSPI
102260,동성케미컬,KOSPI
000140,하이트진로홀딩스,KOSPI
003547,대신증권2우B,KOSPI
489030,PLUS 고배당주위클리커버드콜,KOSPI
409820,KODEX 미국나스닥100레버리지(합성 H),KOSPI
004430,송원산업,KOSPI
000520,삼일제약,KOSPI
005430,한국공항,KOSPI
003610,방림,KOSPI
433330,SOL 미국S&P500,KOSPI
010820,퍼스텍,KOSPI
310960,TIGER 200TR,KOSPI
011690,와이투솔루션,KOSPI
339770,교촌에프앤비,KOSPI
271980,제일약품,KOSPI
003555,LG우,KOSPI
214420,토니모리,KOSPI
160580,TIGER 구리실물,KOSPI
039570,HDC랩스,KOSPI
463290,1Q 단기금융채액티브,KOSPI
483320,ACE 엔비디아밸류체인액티브,KOSPI
003650,미창석유,KOSPI
414780,TIGER 차이나과창판STAR50(합성),KOSPI
134380,미원화학,KOSPI
025000,KPX케미칼,KOSPI
298690,에어부산,KOSPI
491610,1Q CD금리액티브(합성),KOSPI
102460,이연제약,KOSPI
001520,동양,KOSPI
001080,만호제강,KOSPI
003720,삼영,KOSPI
196230,RISE 단기통안채,KOSPI
385510,KODEX 신재생에너지액티브,KOSPI
004380,삼익THK,KOSPI
002150,도화엔지니어링,KOSPI
053690,한미글로벌,KOSPI
011785,금호석유화학우,KOSPI
012610,경인양행,KOSPI
234080,JW생명과학,KOSPI
233160,TIGER 코스닥150 레버리지,KOSPI
004560,현대비앤지스틸,KOSPI
004090,한국석유,KOSPI
009070,KCTC,KOSPI
520094,미래에셋 CD금리 플러스 ETN,KOSPI
101530,해태제과식품,KOSPI
213500,한솔제지,KOSPI
452360,SOL 미국배당다우존스(H),KOSPI
016580,환인제약,KOSPI
025820,이구산업,KOSPI
471040,KoAct 글로벌AI&로봇액티브,KOSPI
016880,웅진,KOSPI
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),KOSPI
372330,KODEX 차이나항셍테크,KOSPI
013580,계룡건설,KOSPI
004710,한솔테크닉스,KOSPI
001250,GS글로벌,KOSPI
015230,대창단조,KOSPI
451060,1Q 200액티브,KOSPI
008970,KBI동양철관,KOSPI
000390,삼화페인트,KOSPI
760011,키움 레버리지 2차전지산업 ETN,KOSPI
123320,TIGER 레버리지,KOSPI
433500,ACE 원자력TOP10,KOSPI
081000,일진다이아,KOSPI
472920,HK 종합채권(AA-이상)액티브,KOSPI
610016,메리츠 레버리지 은 선물 ETN(H),KOSPI
272550,삼양패키징,KOSPI
213610,KODEX 삼성그룹밸류,KOSPI
097955,CJ제일제당 우,KOSPI
550064,N2 레버리지 은 선물 ETN(H),KOSPI
006060,화승인더,KOSPI
192090,TIGER 차이나CSI300,KOSPI
031440,신세계푸드,KOSPI
293480,하나제약,KOSPI
251340,KODEX 코스닥150선물인버스,KOSPI
461270,ACE 26-06 회사채(AA-이상)액티브,KOSPI
400760,NH올원리츠,KOSPI
014280,금강공업,KOSPI
550092,N2 월간 레버리지 방위산업 Top5 ETN,KOSPI
481180,SOL 미국AI소프트웨어,KOSPI
278240,RISE 코스닥150선물레버리지,KOSPI
496020,WON 전단채플러스액티브,KOSPI
272560,RISE 단기국공채액티브,KOSPI
455860,SOL 2차전지소부장Fn,KOSPI
037560,LG헬로비전,KOSPI
483340,ACE 구글밸류체인액티브,KOSPI
520066,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,KOSPI
332930,HANARO 200TR,KOSPI
010100,한국무브넥스,KOSPI
002100,경농,KOSPI
465780,마이티 26-09 특수채(AAA)액티브,KOSPI
000300,DH오토넥스,KOSPI
412570,TIGER 2차전지TOP10레버리지,KOSPI
530111,삼성 레버리지 천연가스 선물 ETN C,KOSPI
071840,롯데하이마트,KOSPI
002170,삼양통상,KOSPI
001360,삼성제약,KOSPI
000020,동화약품,KOSPI
018470,조일알미늄,KOSPI
123690,한국화장품,KOSPI
530055,삼성 레버리지 금 선물 ETN(H),KOSPI
500071,신한 레버리지 코스닥 150 선물 ETN,KOSPI
003460,유화증권,KOSPI
462520,조선내화,KOSPI
090350,노루페인트,KOSPI
016450,한세예스24홀딩스,KOSPI
100250,진양홀딩스,KOSPI
011000,진원생명과학,KOSPI
267770,TIGER 200선물레버리지,KOSPI
019440,세아특수강,KOSPI
009270,신원,KOSPI
317400,자이에스앤디,KOSPI
107590,미원홀딩스,KOSPI
008350,남선알미늄,KOSPI
092220,KEC,KOSPI
182480,TIGER 미국MSCI리츠(합성 H),KOSPI
319640,TIGER 골드선물(H),KOSPI
325010,KODEX 성장주,KOSPI
460850,동국씨엠,KOSPI
008110,대동전자,KOSPI
403790,마이다스 코스피액티브,KOSPI
002390,한독,KOSPI
426020,TIME 미국S&P500액티브,KOSPI
480030,ACE 미국500데일리타겟커버드콜(합성),KOSPI
002990,금호건설,KOSPI
000700,유수홀딩스,KOSPI
000970,한국주철관,KOSPI
157490,TIGER 소프트웨어,KOSPI
325020,KODEX 배당가치,KOSPI
070960,모나용평,KOSPI
008040,사조동아원,KOSPI
114100,RISE 국고채3년,KOSPI
228810,TIGER 미디어컨텐츠,KOSPI
003830,대한화섬,KOSPI
266160,RISE 고배당,KOSPI
009580,무림P&P,KOSPI
130730,KIWOOM 단기자금,KOSPI
012320,경동인베스트,KOSPI
019680,대교,KOSPI
481430,RISE 국고채10년액티브,KOSPI
219480,KODEX 미국S&P500선물(H),KOSPI
027970,한국제지,KOSPI
298000,효성화학,KOSPI
083420,그린케미칼,KOSPI
004970,신라교역,KOSPI
491230,PLUS 국공채머니마켓액티브,KOSPI
089470,HDC현대EP,KOSPI
497880,SOL CD금리&머니마켓액티브,KOSPI
483290,KODEX 미국배당다우존스타겟커버드콜,KOSPI
014710,사조씨푸드,KOSPI
094280,효성ITX,KOSPI
003480,한진중공업홀딩스,KOSPI
210540,디와이파워,KOSPI
084670,동양고속,KOSPI
005800,신영와코루,KOSPI
464930,TIGER 글로벌혁신블루칩TOP10,KOSPI
011280,태림포장,KOSPI
367770,RISE 수소경제테마,KOSPI
078000,텔코웨어,KOSPI
520092,미래에셋 레버리지 은 선물 ETN B,KOSPI
007540,샘표,KOSPI
570059,한투 레버리지 금 선물 ETN,KOSPI
309230,ACE 미국WideMoat동일가중,KOSPI
350520,이지스레지던스리츠,KOSPI
077500,유니퀘스트,KOSPI
004250,NPC,KOSPI
214390,경보제약,KOSPI
016710,대성홀딩스,KOSPI
570051,한투 나스닥 100 ETN,KOSPI
000230,일동홀딩스,KOSPI
245340,TIGER 미국다우존스30,KOSPI
095720,웅진씽크빅,KOSPI
438570,SOL 국고채10년,KOSPI
015890,태경산업,KOSPI
010660,화천기계,KOSPI
471760,TIGER AI반도체핵심공정,KOSPI
248170,샘표식품,KOSPI
036420,콘텐트리중앙,KOSPI
290130,RISE ESG사회책임투자,KOSPI
024090,디씨엠,KOSPI
448630,RISE 삼성그룹Top3채권혼합,KOSPI
079430,현대리바트,KOSPI
429000,TIGER 미국S&P500배당귀족,KOSPI
013570,디와이,KOSPI
700023,하나 Solactive 2X US Tech Top 10 ETN(H),KOSPI
520056,미래에셋 레버리지 코스닥150 선물 ETN,KOSPI
035000,HS애드,KOSPI
011700,한신기계,KOSPI
004150,한솔홀딩스,KOSPI
136340,RISE 중기우량회사채,KOSPI
760016,키움 레버리지 조선TOP10 ETN,KOSPI
464310,TIGER 글로벌AI&로보틱스 INDXX,KOSPI
012800,대창,KOSPI
473640,HANARO 글로벌금채굴기업,KOSPI
021820,세원정공,KOSPI
002200,한국수출포장,KOSPI
002620,제일파마홀딩스,KOSPI
004080,신흥,KOSPI
168580,ACE 중국본토CSI300,KOSPI
474590,WON 반도체밸류체인액티브,KOSPI
267290,경동도시가스,KOSPI
067830,세이브존I&C,KOSPI
014580,태경비케이,KOSPI
004140,동방,KOSPI
530104,삼성 레버리지 코스피200 선물 ETN,KOSPI
120030,조선선재,KOSPI
363280,티와이홀딩스,KOSPI
016740,두올,KOSPI
019180,티에이치엔,KOSPI
570050,한투 S&P500 선물 ETN,KOSPI
044820,코스맥스비티아이,KOSPI
500069,신한 레버리지 코스피 200 선물 ETN,KOSPI
266420,KODEX 헬스케어,KOSPI
005960,동부건설,KOSPI
139990,아주스틸,KOSPI
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),KOSPI
004840,DRB동일,KOSPI
002460,HS화성,KOSPI
364960,TIGER BBIG,KOSPI
007110,일신석재,KOSPI
015590,DKME,KOSPI
488500,TIGER 미국S&P500동일가중,KOSPI
152870,파워 200,KOSPI
354500,ACE 코스닥150,KOSPI
267850,아시아나IDT,KOSPI
002220,한일철강,KOSPI
495230,KoAct 코리아밸류업액티브,KOSPI
069460,대호에이엘,KOSPI
014530,극동유화,KOSPI
367760,RISE 네트워크인프라,KOSPI
005870,휴니드,KOSPI
020120,키다리스튜디오,KOSPI
063160,종근당바이오,KOSPI
101140,인바이오젠,KOSPI
520087,미래에셋 레버리지 KRX 금현물 ETN,KOSPI
479730,TIGER 인도빌리언컨슈머,KOSPI
017370,우신시스템,KOSPI
058850,KTcs,KOSPI
013520,화승코퍼레이션,KOSPI
468380,KODEX iShares미국하이일드액티브,KOSPI
004960,한신공영,KOSPI
490480,SOL K방산,KOSPI
441540,HANARO Fn조선해운,KOSPI
490600,RISE 미국배당100데일리고정커버드콜,KOSPI
237370,KODEX 코리아배당성장채권혼합,KOSPI
332500,ACE 200TR,KOSPI
451530,TIGER 국고채30년스트립액티브,KOSPI
023450,동남합성,KOSPI
304940,KODEX 미국나스닥100선물(H),KOSPI
412770,TIGER 글로벌AI플랫폼액티브,KOSPI
007210,벽산,KOSPI
498180,파워 종합채권(AA-이상)액티브,KOSPI
214330,금호에이치티,KOSPI
003580,HLB글로벌,KOSPI
023800,인지컨트롤스,KOSPI
442570,RISE TDF2050액티브,KOSPI
204480,TIGER 차이나CSI300레버리지(합성),KOSPI
433980,KODEX TDF2040액티브,KOSPI
034590,인천도시가스,KOSPI
014160,대영포장,KOSPI
000105,유한양행우,KOSPI
399110,SOL 미국S&P500ESG,KOSPI
017900,광전자,KOSPI
469170,ACE 포스코그룹포커스,KOSPI
550062,N2 레버리지 금 선물 ETN(H),KOSPI
610012,메리츠 레버리지 금 선물 ETN(H),KOSPI
227840,현대코퍼레이션홀딩스,KOSPI
114820,TIGER 국채3년,KOSPI
006660,삼성공조,KOSPI
530036,삼성 인버스 2X WTI원유 선물 ETN,KOSPI
447620,SOL 미국TOP5채권혼합40 Solactive,KOSPI
500099,신한 WTI원유 선물 ETN,KOSPI
011330,유니켐,KOSPI
411420,KODEX 미국나스닥AI테크액티브,KOSPI
011810,STX,KOSPI
328370,PLUS 코스피TR,KOSPI
013360,일성건설,KOSPI
001020,페이퍼코리아,KOSPI
036580,팜스코,KOSPI
495710,BNK 26-06 특수채(AAA이상)액티브,KOSPI
530136,삼성 인버스 2X 천연가스 선물 ETN D,KOSPI
068290,삼성출판사,KOSPI
014790,HL D&I,KOSPI
480040,ACE 미국반도체데일리타겟커버드콜(합성),KOSPI
003060,에이프로젠바이오로직스,KOSPI
264900,크라운제과,KOSPI
203780,TIGER 미국나스닥바이오,KOSPI
008700,아남전자,KOSPI
401170,RISE 메타버스,KOSPI
476750,ACE 미국30년국채엔화노출액티브(H),KOSPI
492500,1Q 현대차그룹채권(A+이상)&국고통안,KOSPI
308620,KODEX 미국10년국채선물,KOSPI
002450,삼익악기,KOSPI
329660,KODEX TRF5050,KOSPI
610037,메리츠 미국채30년 ETN(H),KOSPI
017550,수산세보틱스,KOSPI
423170,SOL 한국형글로벌반도체액티브,KOSPI
143850,TIGER 미국S&P500선물(H),KOSPI
006840,AK홀딩스,KOSPI
228800,TIGER 여행레저,KOSPI
011150,CJ씨푸드,KOSPI
032560,황금에스티,KOSPI
363580,KODEX 200IT TR,KOSPI
396690,미래에셋글로벌리츠,KOSPI
119650,KC코트렐,KOSPI
163560,동일고무벨트,KOSPI
570019,한투 코스피 양매도 5% OTM ETN,KOSPI
243880,TIGER 200IT레버리지,KOSPI
008260,NI스틸,KOSPI
005740,크라운해태홀딩스,KOSPI
078935,GS우,KOSPI
002780,진흥기업,KOSPI
007980,TP,KOSPI
261070,TIGER 코스닥150바이오테크,KOSPI
401470,KODEX 메타버스액티브,KOSPI
058860,KTis,KOSPI
013870,지엠비코리아,KOSPI
000180,성창기업지주,KOSPI
496090,KIWOOM 코리아밸류업,KOSPI
458210,KIWOOM CD금리액티브(합성),KOSPI
454320,HANARO CAPEX설비투자iSelect,KOSPI
480370,씨케이솔루션,KOSPI
002720,국제약품,KOSPI
453330,RISE 미국S&P500(H),KOSPI
002600,조흥,KOSPI
195980,PLUS 신흥국MSCI(합성 H),KOSPI
002700,신일전자,KOSPI
023000,삼원강재,KOSPI
760007,키움 코스피 200 TR ETN,KOSPI
304780,HANARO 200선물레버리지,KOSPI
014440,영보화학,KOSPI
473440,ACE 11월만기자동연장회사채AA-이상액티브,KOSPI
269540,PLUS 미국S&P500(H),KOSPI
580026,KB 레버리지 은 선물 ETN(H),KOSPI
085310,엔케이,KOSPI
004720,팜젠사이언스,KOSPI
004890,동일산업,KOSPI
001560,제일연마,KOSPI
500050,신한 레버리지 S&P500 선물 ETN,KOSPI
326240,RISE IT플러스,KOSPI
448100,WON 200,KOSPI
494220,UNICORN SK하이닉스밸류체인액티브,KOSPI
491820,HANARO 전력설비투자,KOSPI
000590,CS홀딩스,KOSPI
010960,삼호개발,KOSPI
096775,SK이노베이션우,KOSPI
359210,KODEX 코스피TR,KOSPI
580016,KB 레버리지 S&P 500 선물 ETN(H),KOSPI
023810,인팩,KOSPI
111380,동인기연,KOSPI
495550,SOL 코리아밸류업TR,KOSPI
570106,한투 레버리지일본니케이225선물 ETN(H),KOSPI
000850,화천기공,KOSPI
079980,휴비스,KOSPI
530067,삼성 KRX 금현물 ETN,KOSPI
610061,메리츠 3X 레버리지 국채30년 ETN,KOSPI
001275,부국증권우,KOSPI
460960,ACE 글로벌인컴TOP10,KOSPI
010040,한국내화,KOSPI
006890,태경케미컬,KOSPI
485690,RISE 미국AI밸류체인TOP3Plus,KOSPI
004100,태양금속,KOSPI
395290,HANARO Fn K-POP&미디어,KOSPI
461500,HANARO 종합채권(AA-이상)액티브,KOSPI
329670,KODEX TRF7030,KOSPI
006490,인스코비,KOSPI
007280,한국특강,KOSPI
372910,한컴라이프케어,KOSPI
550089,N2 ПљАЃ ЗЙЙіИЎСі ФкНКЧЧ 200 МБЙА ETN,KOSPI
338100,NHЧСЖѓРгИЎУї,KOSPI
092780,DYP,KOSPI
012690,И№ГЊИЎРк,KOSPI
001290,ЛѓЛѓРЮСѕБЧ,KOSPI
011390,КЮЛъЛъОї,KOSPI
009770,ЛяСЄЦоЧС,KOSPI
332940,HANARO MSCI Korea TR,KOSPI
150460,TIGER СпБЙМвКёХзИЖ,KOSPI
009200,ЙЋИВЦфРЬЦл,KOSPI
433970,KODEX TDF2030ОзЦМКъ,KOSPI
550091,N2 ЙцРЇЛъОї Top5 ETN,KOSPI
475280,ACE 8ПљИИБтРкЕППЌРхШИЛчУЄAA-РЬЛѓОзЦМКъ,KOSPI
006880,НХМлШІЕљНК,KOSPI
001470,ЛяКЮХфАЧ,KOSPI
476030,SOL ЙЬБЙГЊНКДк100,KOSPI
009180,ЧбМжЗЮСіНКЦННК,KOSPI
001260,ГВБЄХфАЧ,KOSPI
108450,ACE ЛяМКБзЗьМНХЭАЁСп,KOSPI
465330,RISE 2ТїРќСіTOP10,KOSPI
152380,KODEX БЙУЄМБЙА10Гт,KOSPI
007590,ЕПЙцОЦБзЗЮ,KOSPI
006090,ЛчСЖПРОч,KOSPI
002795,ОЦИ№ЗЙЦлНУЧШШІЕљНКПь,KOSPI
440910,WON ЙЬБЙПьСжЧзАјЙцЛъ,KOSPI
003780,СјОчЛъОї,KOSPI
570069,ЧбХѕ ЗЙЙіИЎСі ЧУЗЁЦМГб МБЙА ETN,KOSPI
377990,TIGER FnНХРчЛ§ПЁГЪСі,KOSPI
005750,ДыИВЙйНК,KOSPI
365000,TIGER РЮХЭГнTOP10,KOSPI
495330,1Q ФкИЎОЦЙыЗљОї,KOSPI
120115,ФкПРЗеРЮДѕПь,KOSPI
013700,БюЙТРЬОиОО,KOSPI
000220,РЏРЏСІОр,KOSPI
004830,ДіМК,KOSPI
261220,KODEX WTIПјРЏМБЙА(H),KOSPI
491700,HK 200,KOSPI
002760,КИЖє,KOSPI
111110,ШЃРќНЧОї,KOSPI
004440,ЛяРЯООПЃПЁНК,KOSPI
211560,TIGER ЙшДчМКРх,KOSPI
018500,ЕППјБнМг,KOSPI
071090,ЧЯРЬНКЦП,KOSPI
031820,ОЦРЬЦММОООЦМПЁНК,KOSPI
210780,TIGER ФкНКЧЧАэЙшДч,KOSPI
016090,대현,KOSPI
530107,삼성 인버스 2X 코스닥150 선물 ETN,KOSPI
415920,PLUS 글로벌희토류&전략자원생산기업,KOSPI
580010,KB Wise 분할매매 ETN,KOSPI
475350,RISE 버크셔포트폴리오TOP10,KOSPI
445150,KODEX 친환경조선해운액티브,KOSPI
337160,KODEX 200ESG,KOSPI
211900,KODEX 코리아배당성장,KOSPI
261270,KODEX 미국달러선물인버스,KOSPI
261240,KODEX 미국달러선물,KOSPI
129260,인터지스,KOSPI
400970,TIGER Fn메타버스,KOSPI
004540,깨끗한나라,KOSPI
055490,테이팩스,KOSPI
453080,KIWOOM 미국나스닥100(H),KOSPI
024900,디와이덕양,KOSPI
395170,KODEX Top10동일가중,KOSPI
252400,RISE 200선물레버리지,KOSPI
275980,TIGER 글로벌4차산업혁신기술(합성 H),KOSPI
001380,SG글로벌,KOSPI
500082,신한 블룸버그 2X 천연가스 선물 ETN,KOSPI
139320,TIGER 금은선물(H),KOSPI
092440,기신정기,KOSPI
500095,신한 S&P500 VIX S/T 선물 ETN E,KOSPI
000910,유니온,KOSPI
463680,KODEX 미국S&P500테크놀로지,KOSPI
570081,한투 레버리지 코스닥150선물 ETN,KOSPI
700017,하나 레버리지 코스닥150 선물 ETN,KOSPI
473590,ACE 미국주식베스트셀러,KOSPI
378850,화승알앤에이,KOSPI
419890,KIWOOM 단기채권ESG액티브,KOSPI
495060,TIME 코리아밸류업액티브,KOSPI
488720,WON 종합채권(AA-이상)액티브,KOSPI
447430,ACE 주주환원가치주액티브,KOSPI
000725,현대건설우,KOSPI
530106,삼성 레버리지 코스닥150 선물 ETN,KOSPI
133820,화인베스틸,KOSPI
003010,혜인,KOSPI
440640,ACE 단기채권알파액티브,KOSPI
225040,TIGER 미국S&P500레버리지(합성 H),KOSPI
002630,오리엔트바이오,KOSPI
371470,TIGER 차이나바이오테크SOLACTIVE,KOSPI
452250,ACE 미국30년국채선물레버리지(합성 H),KOSPI
023960,에쓰씨엔지니어링,KOSPI
138520,TIGER 삼성그룹,KOSPI
610066,메리츠 KAP 통안채 3개월 ETN,KOSPI
444490,WON 미국S&P500,KOSPI
496770,PLUS 글로벌방산,KOSPI
003925,남양유업우,KOSPI
100220,비상교육,KOSPI
047400,유니온머티리얼,KOSPI
001210,금호전기,KOSPI
453640,KODEX 미국S&P500헬스케어,KOSPI
004060,SG세계물산,KOSPI
494840,TIGER 미국방산TOP10,KOSPI
456680,TIGER 차이나전기차레버리지(합성),KOSPI
272910,ACE 중장기국공채액티브,KOSPI
004910,조광페인트,KOSPI
292560,TIGER 일본엔선물,KOSPI
140700,KODEX 보험,KOSPI
357250,미래에셋맵스리츠,KOSPI
138910,KODEX 구리선물(H),KOSPI
005305,롯데칠성우,KOSPI
139280,TIGER 경기방어,KOSPI
550093,N2 전력인프라 Top5 ETN,KOSPI
364990,TIGER 게임TOP10,KOSPI
580039,KB 레버리지 KOSPI 200 선물 ETN,KOSPI
122090,PLUS 코스피50,KOSPI
760018,키움 미국달러선물 ETN B,KOSPI
155660,DSR,KOSPI
000950,전방,KOSPI
458750,TIGER 미국배당다우존스타겟커버드콜1호,KOSPI
449770,KIWOOM 미국S&P500,KOSPI
266360,KODEX K콘텐츠,KOSPI
004450,삼화왕관,KOSPI
021050,서원,KOSPI
011300,성안머티리얼스,KOSPI
017040,광명전기,KOSPI
530131,삼성 인버스0.5X S&P500 VIX S/T선물 ETN B,KOSPI
017180,명문제약,KOSPI
426150,WON 대한민국국고채액티브,KOSPI
002140,고려산업,KOSPI
308170,씨티알모빌리티,KOSPI
001620,케이비아이동국실업,KOSPI
479850,HANARO K-뷰티,KOSPI
700022,하나 Solactive US Tech Top 10 ETN(H),KOSPI
075180,새론오토모티브,KOSPI
486240,DAISHIN343 AI반도체&인프라액티브,KOSPI
500096,신한 인버스2X 천연가스 선물 ETN B,KOSPI
058730,다스코,KOSPI
007815,코리아써우,KOSPI
494330,ACE 라이프자산주주가치액티브,KOSPI
072130,유엔젤,KOSPI
025560,미래산업,KOSPI
041650,상신브레이크,KOSPI
306950,KODEX KRX300레버리지,KOSPI
139660,KIWOOM 미국달러선물인버스,KOSPI
476690,TIGER 글로벌비만치료제TOP2Plus,KOSPI
004920,씨아이테크,KOSPI
410870,TIME K컬처액티브,KOSPI
495040,PLUS 코리아밸류업,KOSPI
458030,WON 국공채머니마켓액티브,KOSPI
014990,인디에프,KOSPI
472830,RISE 미국30년국채커버드콜(합성),KOSPI
500020,신한 레버리지 다우존스지수 선물 ETN(H),KOSPI
455960,RISE 미국달러SOFR금리액티브(합성),KOSPI
475300,SOL 반도체전공정,KOSPI
520089,미래에셋 CAPE 실러 US Core Sector ETN,KOSPI
004770,써니전자,KOSPI
570103,한투 인버스2X 나스닥100 ETN B,KOSPI
001550,조비,KOSPI
123700,SJM,KOSPI
101280,KODEX 일본TOPIX100,KOSPI
000890,보해양조,KOSPI
352540,KODEX 일본부동산리츠(H),KOSPI
322400,HANARO e커머스,KOSPI
004410,서울식품,KOSPI
476070,KODEX 글로벌비만치료제TOP2 Plus,KOSPI
003475,유안타증권우,KOSPI
580022,KB 레버리지 금 선물 ETN(H),KOSPI
011230,삼화전자,KOSPI
520080,미래에셋 미국 테크&반도체 TOP3 ETN,KOSPI
407830,에셋플러스 글로벌플랫폼액티브,KOSPI
298770,KODEX 한국대만IT프리미어,KOSPI
003080,SB성보,KOSPI
530115,삼성 레버리지 나스닥 100 TR ETN,KOSPI
009190,대양금속,KOSPI
010770,평화홀딩스,KOSPI
002920,РЏМКБтОї,KOSPI
481850,НХЧбБлЗЮЙњОзЦМКъИЎУї,KOSPI
069730,DSRСІА­,KOSPI
480310,TIGER БлЗЮЙњПТЕ№ЙйРЬНКAI,KOSPI
434960,DAISHIN343 K200,KOSPI
071950,ФкОЦНК,KOSPI
093240,ЧќСіПЄИЎЦЎ,KOSPI
461460,PLUS БЙАэУЄ10ГтОзЦМКъ,KOSPI
025530,SJMШІЕљНК,KOSPI
011420,АЖЗАНУОЦПЁНКПЅ,KOSPI
009835,ЧбШ­МжЗчМЧПь,KOSPI
007610,МБЕЕРќБт,KOSPI
006370,ДыБИЙщШ­СЁ,KOSPI
610078,ИоИЎУї 3X ЗЙЙіИЎСі ЙЬБЙУЄ30Гт ETN,KOSPI
004870,ЦМПўРЬШІЕљНК,KOSPI
009320,ОЦСјРќРкКЮЧА,KOSPI
298340,PLUS БЙУЄМБЙА3Гт,KOSPI
252710,TIGER 200МБЙАРЮЙіНК2X,KOSPI
174360,RISE СпБЙКЛХфДыЧќСжCSI100,KOSPI
500018,НХЧб БИИЎ МБЙА ETN(H),KOSPI
002410,ЙќОчАЧПЕ,KOSPI
476850,KoAct ЙшДчМКРхОзЦМКъ,KOSPI
090080,ЦђШ­ЛъОї,KOSPI
580077,KB РЮЙіНК 2X ЙЬБЙ ГЊНКДк 100 TR ETN B,KOSPI
520074,ЙЬЗЁПЁМТ ЙЬБЙ ЙцРЇЛъОї TOP3 ETN,KOSPI
464470,PLUS ЙЬБЙУЄ30ГтОзЦМКъ,KOSPI
520086,ЙЬЗЁПЁМТ-0.5X S&P500 VIX S/TМБЙА ETN(H)B,KOSPI
118000,ИоХИФЩОю,KOSPI
006980,ПьМК,KOSPI
001465,BYCПь,KOSPI
530134,ЛяМК КэЗыЙіБз РЮЙіНК2X WTIПјРЏМБЙА ETN B,KOSPI
520081,ЙЬЗЁПЁМТ 2X ЙЬБЙ ХзХЉ&ЙнЕЕУМ TOP3 ETN,KOSPI
278620,PLUS ДмБтУЄБЧОзЦМКъ,KOSPI
411540,SOL 200 Top10,KOSPI
023350,ЧбБЙСОЧеБтМњ,KOSPI
491220,PLUS 200TR,KOSPI
486830,HANARO ИгДЯИЖФЯОзЦМКъ,KOSPI
520075,ЙЬЗЁПЁМТ ЗЙЙіИЎСі ЙЬБЙ ЙцРЇЛъОї TOP3 ETN,KOSPI
012280,ПЕШ­БнМг,KOSPI
475260,ACE 2ПљИИБтРкЕППЌРхШИЛчУЄAA-РЬЛѓОзЦМКъ,KOSPI
006125,SKЕ№НКФПЙіИЎПь,KOSPI
495750,HANARO ФкИЎОЦЙыЗљОї,KOSPI
025750,ЧбМжШЈЕЅФк,KOSPI
008870,БнКё,KOSPI
570057,ЧбХѕ РК МБЙА ETN,KOSPI
550097,N2 ЗЙЙіИЎСі ФкНКДк150 МБЙА ETN,KOSPI
027740,마니커,KOSPI
266370,KODEX IT,KOSPI
357430,마스턴프리미어리츠,KOSPI
448570,FOCUS AI코리아액티브,KOSPI
414270,ACE 글로벌자율주행액티브,KOSPI
006740,블루산업개발,KOSPI
570116,한투 블룸버그레버리지WTI원유선물 ETN B,KOSPI
580056,KB 일본 로보틱스 TOP 10 ETN,KOSPI
530126,삼성 코리아 밸류업 TR ETN,KOSPI
104530,KIWOOM 고배당,KOSPI
051630,진양화학,KOSPI
002880,대유에이텍,KOSPI
461600,SOL 미국30년국채액티브(H),KOSPI
550084,N2 코스피 200 TR ETN,KOSPI
256750,KODEX 차이나심천ChiNext(합성),KOSPI
012160,영흥,KOSPI
461340,HANARO 글로벌생성형AI액티브,KOSPI
099140,KODEX 차이나H,KOSPI
