종목코드,종목명,시장
002690,동일제강,KOSPI
610064,메리츠 KAP 통안채 6개월 ETN,KOSPI
332610,PLUS 미국단기회사채(AAA~A),KOSPI
117680,KODEX 철강,KOSPI
195970,PLUS 선진국MSCI(합성 H),KOSPI
013000,세우글로벌,KOSPI
410870,TIMEFOLIO K컬처액티브,KOSPI
520082,미래에셋 미국 자율주행대표기업 ETN,KOSPI
442570,RISE TDF2050액티브,KOSPI
495940,RISE 미국AI테크액티브,KOSPI
570107,한투 인버스2X일본니케이225선물 ETN(H),KOSPI
463300,RISE 중국본토CSI300,KOSPI
481340,RISE 미국30년국채액티브,KOSPI
520088,미래에셋 S&P500 VIX S/T 선물 ETN(H),KOSPI
367760,RISE 5G테크,KOSPI
495040,PLUS 코리아밸류업,KOSPI
363510,SOL KIS단기통안채,KOSPI
491820,HANARO 전력설비투자,KOSPI
491220,PLUS 200TR,KOSPI
530118,삼성 코스닥 150 TR ETN,KOSPI
256750,KODEX 차이나심천ChiNext(합성),KOSPI
570081,한투 레버리지 코스닥150선물 ETN,KOSPI
250730,RISE 차이나HSCEI(H),KOSPI
139270,TIGER 200 금융,KOSPI
145210,다이나믹디자인,KOSPI
271050,KODEX WTI원유선물인버스(H),KOSPI
360140,KODEX 200롱코스닥150숏선물,KOSPI
610069,메리츠 KAP 레버리지 일본 엔화 ETN,KOSPI
500035,신한 레버리지 미국달러 선물 ETN,KOSPI
024070,WISCOM,KOSPI
530106,삼성 레버리지 코스닥150 선물 ETN,KOSPI
114470,KIWOOM 국고채3년,KOSPI
700020,하나 블룸버그 -2X 천연가스 선물 ETN(H),KOSPI
287180,PLUS 미국나스닥테크,KOSPI
700017,하나 레버리지 코스닥150 선물 ETN,KOSPI
495060,TIMEFOLIO 코리아밸류업액티브,KOSPI
238720,ACE 일본Nikkei225(H),KOSPI
453640,KODEX 미국S&P500헬스케어,KOSPI
610054,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),KOSPI
071950,코아스,KOSPI
610036,메리츠 인버스 2X 대표 농산물 선물 ETN(H),KOSPI
271060,KODEX 3대농산물선물(H),KOSPI
760005,키움 INDXX 미국테크탑10 ETN,KOSPI
300640,RISE 게임테마,KOSPI
256440,ACE 인도네시아MSCI(합성),KOSPI
570117,한투 블룸버그인버스2XWTI원유선물 ETN B,KOSPI
236350,TIGER 인도니프티50레버리지(합성),KOSPI
007120,미래아이앤지,KOSPI
044380,주연테크,KOSPI
493420,SOL 미국배당다우존스2호,KOSPI
570069,한투 레버리지 플래티넘 선물 ETN,KOSPI
520075,미래에셋 레버리지 미국 방위산업 TOP3 ETN,KOSPI
117460,KODEX 에너지화학,KOSPI
440910,WON 미국우주항공방산,KOSPI
610008,메리츠 레버리지 국채30년 ETN,KOSPI
510029,대신 S&P 인버스 2X 천연가스 선물 ETN,KOSPI
449780,KIWOOM 미국S&P500(H),KOSPI
371450,TIGER 글로벌클라우드컴퓨팅INDXX,KOSPI
400570,KODEX 유럽탄소배출권선물ICE(H),KOSPI
700012,하나 인버스 2X 옥수수 선물 ETN(H),KOSPI
610016,메리츠 레버리지 은 선물 ETN(H),KOSPI
001420,태원물산,KOSPI
550064,N2 레버리지 은 선물 ETN(H),KOSPI
520050,미래에셋 인버스 2X 원유선물혼합 ETN(H),KOSPI
418670,TIGER 글로벌AI사이버보안,KOSPI
030720,동원수산,KOSPI
084870,TBH글로벌,KOSPI
015020,이스타코,KOSPI
550089,N2 월간 레버리지 코스피 200 선물 ETN,KOSPI
495750,HANARO 코리아밸류업,KOSPI
580057,KB 일본 컨슈머 TOP 10 ETN,KOSPI
491090,KODEX 미국테크TOP3플러스,KOSPI
014910,성문전자,KOSPI
003495,대한항공우,KOSPI
457690,KODEX 33-06 국고채액티브,KOSPI
008600,윌비스,KOSPI
494410,PLUS 미국S&P500성장주,KOSPI
580022,KB 레버리지 금 선물 ETN(H),KOSPI
489290,WON 미국빌리어네어,KOSPI
520065,미래에셋 -2X 미국채울트라30년 선물 ETN,KOSPI
276650,RISE 글로벌테크놀로지(합성 H),KOSPI
005110,한창,KOSPI
245350,TIGER 유로스탁스배당30,KOSPI
463680,KODEX 미국S&P500테크놀로지,KOSPI
570065,한투 레버리지 베트남 VN30 선물 ETN(H),KOSPI
479620,SOL 미국AI반도체칩메이커,KOSPI
550084,N2 코스피 200 TR ETN,KOSPI
289480,TIGER 200커버드콜,KOSPI
261070,TIGER 코스닥150바이오테크,KOSPI
483340,ACE 구글밸류체인액티브,KOSPI
002210,동성제약,KOSPI
442260,마이티 다이나믹퀀트액티브,KOSPI
375770,KODEX 탄소효율그린뉴딜,KOSPI
002025,코오롱우,KOSPI
101280,KODEX 일본TOPIX100,KOSPI
450910,SOL 코스닥150,KOSPI
530126,삼성 코리아 밸류업 TR ETN,KOSPI
352540,KODEX 일본부동산리츠(H),KOSPI
610022,메리츠 미국채10년 ETN(H),KOSPI
610085,메리츠 레버리지 미국채30년 스트립 ETN(H),KOSPI
196030,ACE 일본TOPIX레버리지(H),KOSPI
272570,RISE 중장기국공채액티브,KOSPI
520078,미래에셋 미국 제약 TOP3 ETN,KOSPI
019685,대교우B,KOSPI
488080,TIGER 반도체TOP10레버리지,KOSPI
610001,메리츠 인플레이션 국채 ETN,KOSPI
473490,KIWOOM 글로벌AI반도체,KOSPI
570105,한투 인버스일본니케이225선물 ETN(H),KOSPI
437350,RISE 미국단기투자등급회사채액티브,KOSPI
387270,TIGER 글로벌이노베이션액티브,KOSPI
419430,KODEX 차이나2차전지MSCI(합성),KOSPI
218420,KODEX 미국S&P500에너지(합성),KOSPI
243880,TIGER 200IT레버리지,KOSPI
570102,한투 레버리지 나스닥100 ETN B,KOSPI
520076,미래에셋 1.5X 천연가스 선물 ETN,KOSPI
476850,KoAct 배당성장액티브,KOSPI
138910,KODEX 구리선물(H),KOSPI
292190,KODEX KRX300,KOSPI
354500,ACE 코스닥150,KOSPI
365040,TIGER AI코리아그로스액티브,KOSPI
005257,녹십자홀딩스2우,KOSPI
102960,KODEX 기계장비,KOSPI
088790,진도,KOSPI
276990,KODEX 글로벌로봇(합성),KOSPI
084670,동양고속,KOSPI
530064,삼성 인버스 2X 구리 선물 ETN(H),KOSPI
266370,KODEX IT,KOSPI
001685,대상우,KOSPI
760013,키움 레버리지 반도체TOP10 ETN,KOSPI
453820,KODEX 인도Nifty50레버리지(합성),KOSPI
261120,TIGER 미국달러선물인버스2X,KOSPI
252400,RISE 200선물레버리지,KOSPI
580067,KB 인디아 디지털 Select 5 ETN,KOSPI
147970,TIGER 모멘텀,KOSPI
409810,KODEX 미국나스닥100선물인버스(H),KOSPI
122090,PLUS 코스피50,KOSPI
550086,N2 미국달러 SOFR금리 플러스 ETN,KOSPI
500023,신한 콩 선물 ETN(H),KOSPI
385590,ACE ESG액티브,KOSPI
453010,PLUS KOFR금리,KOSPI
570047,한투 FTSE100 ETN,KOSPI
300950,KODEX 게임산업,KOSPI
483240,TIGER 미국나스닥100ETF선물,KOSPI
282000,RISE 국고채3년선물인버스,KOSPI
009310,참엔지니어링,KOSPI
169950,KODEX 차이나A50,KOSPI
530124,삼성 레버리지 일본니케이225선물 ETN(H),KOSPI
248270,TIGER S&P글로벌헬스케어(합성),KOSPI
520037,미래에셋 코스피200 선물 ETN,KOSPI
491700,HK 200,KOSPI
570055,한투 금 선물 ETN,KOSPI
610088,메리츠 솔랙티브 2X WTI원유 선물 ETN(H),KOSPI
500091,신한 33-12 국고채 플러스 ETN,KOSPI
491830,TIGER 미국AI반도체팹리스,KOSPI
500014,신한 인버스 옥수수 선물 ETN(H),KOSPI
530105,삼성 인버스 2X 코스피200 선물 ETN,KOSPI
002355,넥센타이어1우B,KOSPI
497780,KoAct 미국천연가스인프라액티브,KOSPI
610018,메리츠 국채10년 ETN,KOSPI
394350,KIWOOM 글로벌퓨처모빌리티,KOSPI
550097,N2 레버리지 코스닥150 선물 ETN,KOSPI
457700,KODEX 53-09 국고채액티브,KOSPI
580068,KB S&P 레버리지 WTI원유 선물 ETN B,KOSPI
453950,TIGER TSMC파운드리밸류체인,KOSPI
468630,KODEX iShares미국투자등급회사채액티브,KOSPI
530133,삼성 블룸버그 레버리지 WTI원유선물 ETN B,KOSPI
500093,신한 블룸버그 레버리지 WTI원유선물 ETN B,KOSPI
025890,한국주강,KOSPI
438560,SOL 국고채3년,KOSPI
700029,하나 S&P 레버리지 WTI원유 선물 ETN B,KOSPI
494840,TIGER 미국방산TOP10,KOSPI
580070,KB 레버리지 2차전지 TOP 10 TR ETN,KOSPI
001770,SHD,KOSPI
530138,삼성 KRX 레버리지 2차전지 TOP10 TR ETN,KOSPI
580048,KB CSI 300 ETN,KOSPI
483570,KCGI 미국S&P500 TOP10,KOSPI
475300,SOL 반도체전공정,KOSPI
459790,KIWOOM 미국성장기업30액티브,KOSPI
500090,신한 2X 26-05 공사채(AAA) ETN,KOSPI
500088,신한 2X 26-05 은행채(AAA) ETN,KOSPI
429760,PLUS 미국S&P500,KOSPI
472720,TRUSTON 주주가치액티브,KOSPI
295000,RISE 국채선물10년,KOSPI
500089,신한 26-05 공사채(AAA) ETN,KOSPI
500087,신한 26-05 은행채(AAA) ETN,KOSPI
015260,에이엔피,KOSPI
610047,메리츠 인버스 국채3년 ETN,KOSPI
580039,KB 레버리지 KOSPI 200 선물 ETN,KOSPI
580049,KB CSI 500 ETN,KOSPI
253280,RISE 헬스케어,KOSPI
139250,TIGER 200 에너지화학,KOSPI
459560,KODEX 테슬라밸류체인FactSet,KOSPI
447660,PLUS 애플채권혼합,KOSPI
428510,KODEX 차이나AI테크액티브,KOSPI
580066,KB 인디아 대형 성장주 Select 5 ETN,KOSPI
580052,KB 인버스 2X 밀 선물 ETN,KOSPI
483330,ACE 마이크로소프트밸류체인액티브,KOSPI
438900,HANARO Fn K-푸드,KOSPI
520083,미래에셋 2X 미국 자율주행대표기업 ETN,KOSPI
445690,BNK 주주가치액티브,KOSPI
580047,KB 레버리지 항셍테크 선물 ETN(H) B,KOSPI
371150,RISE 차이나항셍테크,KOSPI
306950,KODEX KRX300레버리지,KOSPI
298340,PLUS 국채선물3년,KOSPI
322410,HANARO 고배당,KOSPI
570054,한투 레버리지 유로스탁스50 ETN(H) B,KOSPI
760008,키움 코스닥 150 TR ETN,KOSPI
550085,N2 코스닥 150 TR ETN,KOSPI
520039,미래에셋 코스닥150 선물 ETN,KOSPI
760004,키움 인버스 미국달러선물 ETN,KOSPI
464610,SOL 의료기기소부장Fn,KOSPI
550087,N2 선진국 1등주 ETN,KOSPI
269420,KODEX S&P글로벌인프라(합성),KOSPI
261140,TIGER 우선주,KOSPI
284980,RISE 200금융,KOSPI
108675,LX하우시스우,KOSPI
530129,삼성 인버스 2X 미국다우존스 선물 ETN,KOSPI
570114,한투 S&P500 VIX S/T선물 ETN(H) B,KOSPI
010400,우진아이엔에스,KOSPI
007815,코리아써우,KOSPI
530128,삼성 레버리지 미국다우존스 선물 ETN,KOSPI
440650,ACE 미국달러단기채권액티브,KOSPI
140950,파워 코스피100,KOSPI
530083,삼성 금 선물 ETN(H),KOSPI
610003,메리츠 미국 인플레이션 국채 ETN(H),KOSPI
700013,하나 레버리지 콩 선물 ETN(H),KOSPI
290080,RISE 200고배당커버드콜ATM,KOSPI
489000,PLUS 일본엔화초단기국채(합성),KOSPI
213630,PLUS 미국다우존스고배당주(합성 H),KOSPI
000087,하이트진로2우B,KOSPI
500040,신한 레버리지 구리 선물 ETN,KOSPI
385520,KODEX 자율주행액티브,KOSPI
550098,N2 인버스 2X 코스닥150 선물 ETN,KOSPI
341850,TIGER 리츠부동산인프라채권,KOSPI
009440,KC그린홀딩스,KOSPI
494420,PLUS 미국배당증가성장주데일리커버드콜,KOSPI
395150,KODEX 웹툰&드라마,KOSPI
520038,미래에셋 인버스 코스피200 선물 ETN,KOSPI
152550,한국ANKOR유전,KOSPI
474590,WON 반도체밸류체인액티브,KOSPI
266410,KODEX 필수소비재,KOSPI
500061,신한 인버스 코스피 200 선물 ETN,KOSPI
451600,PLUS 국고채30년액티브,KOSPI
337140,KODEX 코스피대형주,KOSPI
580054,KB 인버스 2X 콩 선물 ETN,KOSPI
354350,HANARO 글로벌럭셔리S&P(합성),KOSPI
415340,KODEX 차이나과창판STAR50(합성),KOSPI
570115,한투 인버스0.5X S&P500 VIX S/T선물 ETN B,KOSPI
474920,에셋플러스 차이나일등기업포커스10액티브,KOSPI
381560,HANARO Fn전기&수소차,KOSPI
280320,ACE 미국IT인터넷S&P(합성 H),KOSPI
239660,PLUS 우량회사채50,KOSPI
486240,DAISHIN343 AI반도체&인프라액티브,KOSPI
407820,에셋플러스 코리아플랫폼액티브,KOSPI
130680,TIGER 원유선물Enhanced(H),KOSPI
550088,N2 월간 레버리지 선진국 1등주 ETN,KOSPI
500024,신한 인버스 콩 선물 ETN(H),KOSPI
760017,키움 조선TOP10 ETN,KOSPI
491510,파워 K-주주가치액티브,KOSPI
570057,한투 은 선물 ETN,KOSPI
448630,RISE 삼성그룹Top3채권혼합,KOSPI
250780,TIGER 코스닥150선물인버스,KOSPI
610040,메리츠 인버스 2X 미국채30년 ETN(H),KOSPI
459750,RISE 글로벌주식분산액티브,KOSPI
422260,VITA MZ소비액티브,KOSPI
304770,HANARO 코스닥150,KOSPI
005725,넥센우,KOSPI
570072,한투 레버리지 구리 선물 ETN,KOSPI
001795,대한제당우,KOSPI
463640,KODEX 미국S&P500유틸리티,KOSPI
610089,메리츠 솔랙티브 -2X WTI원유 선물 ETN(H),KOSPI
354240,RISE 미국고정배당우선증권,KOSPI
530112,삼성 S&P500 ETN,KOSPI
396510,TIGER 차이나클린에너지SOLACTIVE,KOSPI
316670,KIWOOM 코스닥150,KOSPI
204210,스타에스엠리츠,KOSPI
183700,RISE 채권혼합,KOSPI
496130,TRUSTON 코리아밸류업액티브,KOSPI
265690,ACE 러시아MSCI(합성),KOSPI
433880,PLUS TDF2060액티브,KOSPI
277540,ACE 아시아TOP50S&P,KOSPI
460660,RISE 미국S&P배당킹,KOSPI
440340,TIGER 글로벌멀티에셋TIF액티브,KOSPI
700014,하나 인버스 2X 콩 선물 ETN(H),KOSPI
461910,PLUS 미국테크TOP10레버리지(합성),KOSPI
494180,TIMEFOLIO 글로벌소비트렌드액티브,KOSPI
152500,ACE 레버리지,KOSPI
500063,신한 인버스 코스닥 150 선물 ETN,KOSPI
465660,TIGER 일본반도체FACTSET,KOSPI
008500,일정실업,KOSPI
417630,TIGER KEDI혁신기업ESG30,KOSPI
385600,ACE 2차전지&친환경차액티브,KOSPI
241390,RISE V&S셀렉트밸류채권혼합,KOSPI
610025,메리츠 인버스 2X 미국채10년 ETN(H),KOSPI
520040,미래에셋 인버스 코스닥150 선물 ETN,KOSPI
469060,RISE 미국반도체NYSE,KOSPI
467620,KIWOOM 25-09 미국채권(AA-이상)액티브,KOSPI
580043,KB 레버리지 KOSDAQ 150 선물 ETN,KOSPI
219390,RISE 미국S&P원유생산기업(합성 H),KOSPI
530121,삼성 항셍테크 ETN(H) B,KOSPI
428560,KODEX 미국ETF산업Top10 Indxx,KOSPI
494340,ACE 글로벌AI맞춤형반도체,KOSPI
530089,삼성 은 선물 ETN(H),KOSPI
455660,ACE 미국하이일드액티브(H),KOSPI
371870,ACE 차이나항셍테크,KOSPI
510027,대신 인버스 2X 코스닥 150 선물 ETN,KOSPI
226980,KODEX 200 중소형,KOSPI
570100,한투 일본종합상사TOP5 ETN,KOSPI
253290,RISE 헬스케어채권혼합,KOSPI
580044,KB 인버스 2X KOSDAQ 150 선물 ETN,KOSPI
580069,KB S&P 인버스 2X WTI원유 선물 ETN B,KOSPI
500094,신한 블룸버그 인버스2X WTI원유선물 ETN B,KOSPI
700030,하나 S&P 인버스 2X WTI원유 선물 ETN B,KOSPI
500013,신한 옥수수 선물 ETN(H),KOSPI
185680,KODEX 미국S&P바이오(합성),KOSPI
300610,TIGER K게임,KOSPI
494220,UNICORN SK하이닉스밸류체인액티브,KOSPI
446700,RISE 배터리 리사이클링,KOSPI
100910,KIWOOM KRX100,KOSPI
223190,KODEX 200가치저변동,KOSPI
530125,삼성 인버스 2X 일본니케이225선물 ETN(H),KOSPI
580026,KB 레버리지 은 선물 ETN(H),KOSPI
337150,KODEX 200exTOP,KOSPI
252420,RISE 200선물인버스2X,KOSPI
475310,SOL 반도체후공정,KOSPI
140910,에이리츠,KOSPI
520064,미래에셋 2X 미국채울트라30년 선물 ETN,KOSPI
610039,메리츠 인버스 미국채30년 ETN(H),KOSPI
610028,메리츠 레버리지 구리 선물 ETN(H),KOSPI
137610,TIGER 농산물선물Enhanced(H),KOSPI
442090,에셋플러스 코리아대장장이액티브,KOSPI
156080,KODEX MSCI Korea,KOSPI
530063,삼성 레버리지 구리 선물 ETN(H),KOSPI
550069,N2 레버리지 구리 선물 ETN(H),KOSPI
275300,KODEX 우량주,KOSPI
407310,HANARO 200 TOP10,KOSPI
570073,한투 인버스 2X 구리 선물 ETN,KOSPI
500028,신한 인버스 2X 다우존스지수 선물 ETN(H),KOSPI
417450,RISE 글로벌수소경제,KOSPI
387280,TIGER 퓨처모빌리티액티브,KOSPI
225800,KIWOOM 미국달러선물레버리지,KOSPI
105780,RISE 5대그룹주,KOSPI
500085,신한 코스피 200 TR ETN,KOSPI
004255,NPC우,KOSPI
530117,삼성 코스피 200 TR ETN,KOSPI
291130,ACE 멕시코MSCI(합성),KOSPI
570052,한투 플래티넘 선물 ETN,KOSPI
305050,ACE 코스피,KOSPI
461450,KODEX 코스닥글로벌,KOSPI
001067,JW중외제약2우B,KOSPI
433220,에셋플러스 글로벌대장장이액티브,KOSPI
145995,삼양사우,KOSPI
275280,KODEX 모멘텀주,KOSPI
610024,메리츠 인버스 미국채10년 ETN(H),KOSPI
276000,TIGER 글로벌자원생산기업(합성 H),KOSPI
570063,한투 베트남 VN30 선물 ETN(H),KOSPI
472350,1Q 차이나H(H),KOSPI
477490,에셋플러스 글로벌일등기업포커스10액티브,KOSPI
465670,TIGER 미국캐시카우100,KOSPI
449690,TIGER 한중반도체(합성),KOSPI
530139,삼성 iSelect 조선 TOP10 TR ETN,KOSPI
269370,TIGER S&P글로벌인프라(합성),KOSPI
464920,PLUS 일본반도체소부장,KOSPI
520084,미래에셋 -2X 미국 자율주행대표기업 ETN,KOSPI
453630,KODEX 미국S&P500필수소비재,KOSPI
451670,RISE 국채30년레버리지(합성),KOSPI
195920,TIGER 일본TOPIX(합성 H),KOSPI
530120,삼성 나스닥 100 ETN,KOSPI
000075,삼양홀딩스우,KOSPI
419650,PLUS 글로벌수소&차세대연료전지,KOSPI
104520,KIWOOM 블루칩,KOSPI
520043,미래에셋 S&P 유럽탄소배출권 선물 ETN,KOSPI
310080,RISE 중국MSCI China(H),KOSPI
760006,키움 KPOP ETN,KOSPI
610081,메리츠 레버리지 멕시코 페소화 ETN,KOSPI
468370,KODEX iShares미국인플레이션국채액티브,KOSPI
114460,ACE 국고채3년,KOSPI
285690,FOCUS ESG리더스,KOSPI
520079,미래에셋 레버리지 미국 제약 TOP3 ETN,KOSPI
530056,삼성 인버스 2X 금 선물 ETN(H),KOSPI
084695,대상홀딩스우,KOSPI
391600,ACE 미국친환경그린테마INDXX,KOSPI
395280,HANARO Fn K-게임,KOSPI
292160,TIGER KRX300,KOSPI
292770,KODEX 국채선물3년인버스,KOSPI
500056,신한 레버리지 Russell 2000 ETN,KOSPI
570071,한투 구리 선물 ETN,KOSPI
570099,한투 S&P 인버스 2X 엔달러 선물 ETN(H),KOSPI
145850,TREX 펀더멘탈 200,KOSPI
159800,마이티 코스피100,KOSPI
435040,ACE 글로벌브랜드TOP10블룸버그,KOSPI
456250,KODEX 유럽명품TOP10 STOXX,KOSPI
117690,TIGER 차이나항셍30,KOSPI
451150,에셋플러스 글로벌영에이지액티브,KOSPI
138530,TIGER LG그룹+펀더멘털,KOSPI
379790,RISE 유로스탁스50(H),KOSPI
610059,메리츠 3X 레버리지 국채10년 ETN,KOSPI
453060,HANARO KOFR금리액티브(합성),KOSPI
472840,ITF 200,KOSPI
510016,대신 천연가스 선물 ETN(H),KOSPI
500080,신한 S&P 레버리지 유로 선물 ETN(H),KOSPI
275290,KODEX 가치주,KOSPI
461900,PLUS 미국테크TOP10,KOSPI
700027,하나 반도체 ETN,KOSPI
550074,N2 블룸버그 2X 천연가스 선물 ETN(H),KOSPI
404120,TIMEFOLIO K신재생에너지액티브,KOSPI
520061,미래에셋 인도네시아 Top5 ETN,KOSPI
430500,KIWOOM 물가채KIS,KOSPI
570085,한투 블룸버그 인도네시아 대표원자재 ETN,KOSPI
140710,KODEX 운송,KOSPI
453660,KODEX 미국S&P500경기소비재,KOSPI
253150,PLUS 200선물레버리지,KOSPI
230480,KIWOOM 미국달러선물인버스2X,KOSPI
376410,TIGER 탄소효율그린뉴딜,KOSPI
610049,메리츠 국채5년 ETN,KOSPI
610057,메리츠 3X 레버리지 국채5년 ETN,KOSPI
253250,KIWOOM 200선물레버리지,KOSPI
610072,메리츠 KAP 레버리지 중국 위안화 ETN,KOSPI
483420,ACE 애플밸류체인액티브,KOSPI
520085,미래에셋 -2X 미국 AI TOP3 ETN,KOSPI
610009,메리츠 인버스 국채30년 ETN,KOSPI
610029,메리츠 인버스 2X 구리 선물 ETN(H),KOSPI
500078,신한 S&P 유로 선물 ETN(H),KOSPI
192720,파워 고배당저변동성,KOSPI
391670,HK 베스트일레븐액티브,KOSPI
484890,SOL 머니마켓액티브,KOSPI
530114,삼성 인버스 2X S&P500 선물 ETN,KOSPI
475070,KoAct 글로벌친환경전력인프라액티브,KOSPI
550070,N2 인버스 레버리지 구리 선물 ETN(H),KOSPI
432840,HANARO 미국S&P500,KOSPI
610080,메리츠 멕시코 페소화 ETN,KOSPI
217780,TIGER 차이나CSI300인버스(합성),KOSPI
496120,ACE 코리아밸류업,KOSPI
610055,메리츠 3X 레버리지 국채3년 ETN,KOSPI
487950,KODEX 대만테크고배당다우존스,KOSPI
610045,메리츠 국채3년 ETN,KOSPI
473640,HANARO 글로벌금채굴기업,KOSPI
277640,TIGER 코스피대형주,KOSPI
000225,유유제약1우,KOSPI
404260,KODEX 기후변화솔루션,KOSPI
225130,ACE 골드선물 레버리지(합성 H),KOSPI
610071,메리츠 KAP 중국 위안화 ETN,KOSPI
471780,TIGER 코리아테크액티브,KOSPI
610067,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,KOSPI
445910,TIGER MKF배당귀족,KOSPI
004835,덕성우,KOSPI
463690,KODEX 미국S&P500커뮤니케이션,KOSPI
003075,코오롱글로벌우,KOSPI
610074,메리츠 미국채10년 ETN,KOSPI
550096,N2 레버리지 국채30년 ETN,KOSPI
570108,한투 레버리지국채30년 ETN,KOSPI
530123,삼성 일본니케이225선물 ETN(H),KOSPI
482870,HANARO 주주가치성장코리아액티브,KOSPI
487920,ACE 인도시장대표BIG5그룹액티브,KOSPI
131890,ACE 삼성그룹동일가중,KOSPI
510015,대신 밀 선물 ETN(H),KOSPI
760015,키움 레버리지 바이오TOP10 ETN,KOSPI
004105,태양금속우,KOSPI
610087,메리츠 솔랙티브 WTI원유 선물 ETN(H),KOSPI
452440,VITA 밸류알파액티브,KOSPI
385710,TIMEFOLIO K이노베이션액티브,KOSPI
610020,메리츠 인버스 국채10년 ETN,KOSPI
281990,RISE 중소형고배당,KOSPI
570074,한투 S&P 유럽탄소배출권 선물 ETN(H),KOSPI
610030,메리츠 S&P 유럽탄소배출권 선물 ETN(H),KOSPI
500086,신한 코스닥 150 TR ETN,KOSPI
580059,KB 미국채 10년 ETN,KOSPI
610068,메리츠 KAP 일본 엔화 ETN,KOSPI
500079,신한 S&P 인버스 유로 선물 ETN(H),KOSPI
139320,TIGER 금은선물(H),KOSPI
550095,N2 레버리지 국채10년 ETN,KOSPI
580019,KB 인버스 2X 항셍테크 선물 ETN,KOSPI
610077,메리츠 미국채30년 ETN,KOSPI
530132,삼성 블룸버그 WTI원유 선물 ETN B,KOSPI
153270,KIWOOM 코스피100,KOSPI
530095,삼성 구리 선물 ETN(H),KOSPI
530137,삼성 KRX 2차전지 TOP10 TR ETN,KOSPI
580060,KB 레버리지 미국채 10년 ETN,KOSPI
450190,KODEX 한중반도체(합성),KOSPI
580065,KB 코스닥 150 TR ETN,KOSPI
292500,SOL KRX300,KOSPI
610086,메리츠 인버스2X 미국채30년 스트립 ETN(H),KOSPI
610091,메리츠 3X 레버리지 일본 국채 10년 ETN,KOSPI
760020,키움 레버리지 리츠부동산인프라 ETN,KOSPI
225060,TIGER 이머징마켓MSCI레버리지(합성 H),KOSPI
269530,PLUS S&P글로벌인프라,KOSPI
570096,한투 인버스 2X 일본 엔선물 ETN,KOSPI
610082,메리츠 인도 루피화 ETN,KOSPI
760019,키움 리츠부동산인프라 ETN,KOSPI
570092,한투 인버스 2X 유로스탁스50 ETN(H) B,KOSPI
251590,PLUS 고배당저변동50,KOSPI
395760,PLUS ESG성장주액티브,KOSPI
429740,PLUS K리츠,KOSPI
610090,메리츠 일본 국채 10년 ETN,KOSPI
610070,메리츠 KAP 인버스 2X 일본 엔화 ETN,KOSPI
580063,KB 레버리지 미국채 10년 선물 ETN,KOSPI
364690,KODEX 혁신기술테마액티브,KOSPI
413930,WON AI ESG액티브,KOSPI
215620,HK S&P코리아로우볼,KOSPI
610083,메리츠 레버리지 인도 루피화 ETN,KOSPI
610051,메리츠 인버스 국채5년 ETN,KOSPI
001065,JW중외제약우,KOSPI
610092,메리츠 인버스 일본 국채 10년 ETN,KOSPI
181480,ACE 미국부동산리츠(합성 H),KOSPI
530127,삼성 미국다우존스 ETN,KOSPI
480460,WON 한국부동산TOP3플러스,KOSPI
580051,KB 레버리지 밀 선물 ETN,KOSPI
610093,메리츠 인버스 3X 일본 국채 10년 ETN,KOSPI
460270,KIWOOM 미국달러SOFR금리액티브(합성),KOSPI
498050,HANARO 바이오코리아액티브,KOSPI
570110,한투 3X레버리지국채30년 ETN,KOSPI
500081,신한 S&P 인버스 2X 유로 선물 ETN(H),KOSPI
580064,KB 인버스 2X 미국채 10년 선물 ETN,KOSPI
580061,KB 미국채 30년 ETN,KOSPI
520046,미래에셋 레버리지 옥수수 선물 ETN,KOSPI
006345,대원전선우,KOSPI
610056,메리츠 인버스 3X 국채3년 ETN,KOSPI
442560,RISE TDF2040액티브,KOSPI
580050,KB STAR 50 ETN,KOSPI
570094,한투 일본 엔선물 ETN C,KOSPI
419420,KODEX 미국클린에너지나스닥,KOSPI
140580,RISE 우량업종대표주,KOSPI
500055,신한 인버스 Russell 2000 ETN,KOSPI
610032,메리츠 CSI 300 ETN,KOSPI
375760,HANARO 탄소효율그린뉴딜,KOSPI
610084,메리츠 미국채30년 스트립 ETN(H),KOSPI
610079,메리츠 인버스 3X 미국채30년 ETN,KOSPI
183710,RISE 주식혼합,KOSPI
227560,TIGER 200 생활소비재,KOSPI
261110,TIGER 미국달러선물레버리지,KOSPI
530135,삼성 인버스 China A50 선물 ETN(H) B,KOSPI
550043,N2 인버스 레버리지 WTI원유 선물 ETN(H),KOSPI
610035,메리츠 레버리지 대표 농산물 선물 ETN(H),KOSPI
530096,삼성 인버스 구리 선물 ETN(H),KOSPI
446690,KODEX 아시아AI반도체exChina액티브,KOSPI
610058,메리츠 인버스 3X 국채5년 ETN,KOSPI
570053,한투 인버스 플래티넘 선물 ETN,KOSPI
580014,KB 인버스 2X 나스닥 100 ETN,KOSPI
337120,KODEX 멀티팩터,KOSPI
229720,KODEX KTOP30,KOSPI
500041,신한 인버스 2X 구리 선물 ETN,KOSPI
494210,SOL 미국500타겟데일리커버드콜액티브,KOSPI
474390,SOL 국고채30년액티브,KOSPI
449580,RISE 테슬라애플아마존채권혼합,KOSPI
610076,메리츠 인버스 3X 미국채10년 ETN,KOSPI
